bits,x,atanf_bits,atanf
3FAFD647,1.37372673,3F710A08,0.941559315
BFAFD647,-1.37372673,BF710A08,-0.941559315
4014D1EC,2.32531261,3F951375,1.16465628
C014D1EC,-2.32531261,BF951375,-1.16465628
3FBBE82D,1.46802294,3F7909EB,0.972807586
BFBBE82D,-1.46802294,BF7909EB,-0.972807586
3FC71F81,1.55564892,3F7FDE53,0.999486148
BFC71F81,-1.55564892,BF7FDE53,-0.999486148
3FB5FCC3,1.42177618,3F753440,0.957828522
BFB5FCC3,-1.42177618,BF753440,-0.957828522
3FCA3F3B,1.58005464,3F80D66D,1.00654376
BFCA3F3B,-1.58005464,BF80D66D,-1.00654376
3FA8D8FE,1.31912208,3F6C11A2,0.922144055
BFA8D8FE,-1.31912208,BF6C11A2,-0.922144055
3FE4FF06,1.7890327,3F87D218,1.06109905
BFE4FF06,-1.7890327,BF87D218,-1.06109905
40075EA7,2.11515212,3F90885D,1.12916148
C0075EA7,-2.11515212,BF90885D,-1.12916148
3FC69578,1.55143642,3F7F8D73,0.998252094
BFC69578,-1.55143642,BF7F8D73,-0.998252094
3FBCE52A,1.47574353,3F79A9B6,0.975245833
BFBCE52A,-1.47574353,BF79A9B6,-0.975245833
3F982890,1.18873787,3F5F152B,0.871416748
BF982890,-1.18873787,BF5F152B,-0.871416748
3FB64DD5,1.42425025,3F7569DA,0.958646417
BFB64DD5,-1.42425025,BF7569DA,-0.958646417
3FED4546,1.85367656,3F89BCD1,1.07607472
BFED4546,-1.85367656,BF89BCD1,-1.07607472
3FE32513,1.77456892,3F876092,1.05763459
BFE32513,-1.77456892,BF876092,-1.05763459
3FB59196,1.41850543,3F74ED33,0.956744373
BFB59196,-1.41850543,BF74ED33,-0.956744373
3FA3D579,1.27995217,3F6856D9,0.90757519
BFA3D579,-1.27995217,BF6856D9,-0.90757519
3FF5F1BE,1.92143989,3F8BA38A,1.09092832
BFF5F1BE,-1.92143989,BF8BA38A,-1.09092832
3FC5847D,1.54310572,3F7EEC97,0.995797575
BFC5847D,-1.54310572,BF7EEC97,-0.995797575
3FD01D45,1.62589324,3F827B43,1.01938665
BFD01D45,-1.62589324,BF827B43,-1.01938665
3FB2926C,1.39509344,3F72EA27,0.948885381
BFB2926C,-1.39509344,BF72EA27,-0.948885381
3FEF2707,1.86837852,3F8A28C0,1.07936859
BFEF2707,-1.86837852,BF8A28C0,-1.07936859
3FC4F980,1.53886414,3F7E9A37,0.994540632
BFC4F980,-1.53886414,BF7E9A37,-0.994540632
400244DF,2.03545356,3F8E9C25,1.11414015
C00244DF,-2.03545356,BF8E9C25,-1.11414015
3F999C43,1.20008123,3F604786,0.876091361
BF999C43,-1.20008123,BF604786,-0.876091361
3FCE8BC4,1.61364031,3F820C75,1.01600516
BFCE8BC4,-1.61364031,BF820C75,-1.01600516
3F98C4D9,1.19350731,3F5F9665,0.873388588
BF98C4D9,-1.19350731,BF5F9665,-0.873388588
3FC5E73B,1.54611909,3F7F26EA,0.996687531
BFC5E73B,-1.54611909,BF7F26EA,-0.996687531
3FC11C86,1.50868297,3F7C46C3,0.985454738
BFC11C86,-1.50868297,BF7C46C3,-0.985454738
3FD17F7F,1.63670337,3F82DC04,1.02233934
BFD17F7F,-1.63670337,BF82DC04,-1.02233934
4000A88B,2.01028705,3F8DFA31,1.10919774
C000A88B,-2.01028705,BF8DFA31,-1.10919774
3FC9E3AB,1.57726038,3F80BC35,1.00574362
BFC9E3AB,-1.57726038,BF80BC35,-1.00574362
3FB201D6,1.39068103,3F7287CC,0.947384596
BFB201D6,-1.39068103,BF7287CC,-0.947384596
4006609A,2.09964609,3F902AFB,1.12631166
C006609A,-2.09964609,BF902AFB,-1.12631166
3FF6A235,1.92682517,3F8BC911,1.09207356
BFF6A235,-1.92682517,BF8BC911,-1.09207356
3FC02632,1.50116563,3F7BAFDD,0.983152211
BFC02632,-1.50116563,BF7BAFDD,-0.983152211
3FE681EE,1.80084014,3F882DBE,1.06389594
BFE681EE,-1.80084014,BF882DBE,-1.06389594
3FA6927D,1.30134547,3F6A64CC,0.915600538
BFA6927D,-1.30134547,BF6A64CC,-0.915600538
3FCAC0E8,1.58401203,3F80FB72,1.0076735
BFCAC0E8,-1.58401203,BF80FB72,-1.0076735
4016D004,2.35644627,3F95B0E8,1.16946125
C016D004,-2.35644627,BF95B0E8,-1.16946125
3FFEB366,1.98984981,3F8D7442,1.10511041
BFFEB366,-1.98984981,BF8D7442,-1.10511041
3FD2CBE8,1.64684772,3F8335F7,1.02508438
BFD2CBE8,-1.64684772,BF8335F7,-1.02508438
3FB22686,1.39180064,3F72A0CB,0.947766006
BFB22686,-1.39180064,BF72A0CB,-0.947766006
3FCB5F91,1.58885396,3F812890,1.00905037
BFCB5F91,-1.58885396,BF812890,-1.00905037
400AC410,2.16821671,3F91BFA1,1.13866055
C00AC410,-2.16821671,BF91BFA1,-1.13866055
4016A2F0,2.35369492,3F95A322,1.16904092
C016A2F0,-2.35369492,BF95A322,-1.16904092
401B39FC,2.42541409,3F97016D,1.17973101
C01B39FC,-2.42541409,BF97016D,-1.17973101
3F9D1949,1.22733414,3F6319BE,0.887111545
BF9D1949,-1.22733414,BF6319BE,-0.887111545
4018A2C8,2.38493538,3F963DEC,1.17376471
C018A2C8,-2.38493538,BF963DEC,-1.17376471
3FAAB6E1,1.33370602,3F6D6C03,0.927429378
BFAAB6E1,-1.33370602,BF6D6C03,-0.927429378
40023A21,2.03479791,3F8E97F7,1.1140126
C0023A21,-2.03479791,BF8E97F7,-1.1140126
3FC949B8,1.57256222,3F808FF9,1.0043937
BFC949B8,-1.57256222,BF808FF9,-1.0043937
3FFE84ED,1.98843157,3F8D6AE2,1.1048243
BFFE84ED,-1.98843157,BF8D6AE2,-1.1048243
4000F16D,2.01473546,3F8E170E,1.11007857
C000F16D,-2.01473546,BF8E170E,-1.11007857
3FBAC3B5,1.4590975,3F784FC0,0.969966888
BFBAC3B5,-1.4590975,BF784FC0,-0.969966888
3FD220F7,1.64163101,3F8307CF,1.0236758
BFD220F7,-1.64163101,BF8307CF,-1.0236758
3FF30437,1.89856613,3F8B0249,1.08600724
BFF30437,-1.89856613,BF8B0249,-1.08600724
4003A395,2.05685925,3F8F2361,1.11826718
C003A395,-2.05685925,BF8F2361,-1.11826718
3FBF643C,1.49524641,3F7B384E,0.981327891
BFBF643C,-1.49524641,BF7B384E,-0.981327891
3FBAD664,1.45966768,3F785BB0,0.97014904
BFBAD664,-1.45966768,BF785BB0,-0.97014904
3FD426DC,1.65743589,3F8392FE,1.02792335
BFD426DC,-1.65743589,BF8392FE,-1.02792335
3FE033F5,1.7515856,3F86A941,1.05204022
BFE033F5,-1.7515856,BF86A941,-1.05204022
3FF87613,1.94110334,3F8C2BC5,1.09508574
BFF87613,-1.94110334,BF8C2BC5,-1.09508574
3FA7B4FA,1.31021047,3F6B3B93,0.91887778
BFA7B4FA,-1.31021047,BF6B3B93,-0.91887778
3FE2918C,1.77006674,3F873CF2,1.0565474
BFE2918C,-1.77006674,BF873CF2,-1.0565474
3FE333A7,1.7750138,3F876415,1.05774176
BFE333A7,-1.7750138,BF876415,-1.05774176
3FD1E06E,1.63966155,3F82F654,1.02314234
BFD1E06E,-1.63966155,BF82F654,-1.02314234
3FDC3FA1,1.7206918,3F85AD0E,1.04434371
BFDC3FA1,-1.7206918,BF85AD0E,-1.04434371
3FB5BA50,1.41974831,3F750839,0.957156718
BFB5BA50,-1.41974831,BF750839,-0.957156718
4012B51B,2.2923038,3F946898,1.15944195
C012B51B,-2.2923038,BF946898,-1.15944195
3FA75B3F,1.30747211,3F6AF96D,0.917868435
BFA75B3F,-1.30747211,BF6AF96D,-0.917868435
3F9FE89C,1.24928617,3F6551A0,0.895776749
BF9FE89C,-1.24928617,BF6551A0,-0.895776749
3FA36084,1.27638292,3F67FE08,0.906219959
BFA36084,-1.27638292,BF67FE08,-0.906219959
3FC2B899,1.52125847,3F7D40E0,0.989271164
BFC2B899,-1.52125847,BF7D40E0,-0.989271164
3FC956DE,1.57296348,3F8093C2,1.00450921
BFC956DE,-1.57296348,BF8093C2,-1.00450921
3F9F9EEF,1.24703777,3F651804,0.894897699
BF9F9EEF,-1.24703777,BF651804,-0.894897699
40117696,2.27286291,3F940204,1.15631151
C0117696,-2.27286291,BF940204,-1.15631151
3FFEE9BE,1.99150825,3F8D7F35,1.10544455
BFFEE9BE,-1.99150825,BF8D7F35,-1.10544455
3FFE8195,1.98832953,3F8D6A35,1.10480368
BFFE8195,-1.98832953,BF8D6A35,-1.10480368
40143B35,2.31611371,3F94E441,1.16321576
C0143B35,-2.31611371,BF94E441,-1.16321576
3FA6CD44,1.30313921,3F6A9067,0.916265905
BFA6CD44,-1.30313921,BF6A9067,-0.916265905
3FE6CF04,1.80319262,3F883FE4,1.06444979
BFE6CF04,-1.80319262,BF883FE4,-1.06444979
3FB4A15C,1.4111743,3F744D24,0.954302073
BFB4A15C,-1.4111743,BF744D24,-0.954302073
4003FE43,2.0623939,3F8F45FA,1.11932302
C003FE43,-2.0623939,BF8F45FA,-1.11932302
400DA809,2.21338105,3F92BED4,1.14644861
C00DA809,-2.21338105,BF92BED4,-1.14644861
3FD2B1CD,1.64605105,3F832EEE,1.02486968
BFD2B1CD,-1.64605105,BF832EEE,-1.02486968
3FABE9A9,1.34306824,3F6E47D3,0.930783451
BFABE9A9,-1.34306824,BF6E47D3,-0.930783451
400645E9,2.09801698,3F90211B,1.1260103
C00645E9,-2.09801698,BF90211B,-1.1260103
3FD9C1F2,1.70123124,3F850AB0,1.03938866
BFD9C1F2,-1.70123124,BF850AB0,-1.03938866
3FE67D34,1.8006959,3F882CA0,1.06386185
BFE67D34,-1.8006959,BF882CA0,-1.06386185
3FA6D836,1.30347323,3F6A9884,0.916389704
BFA6D836,-1.30347323,BF6A9884,-0.916389704
3FF4DEC7,1.91304862,3F8B68BC,1.08913374
BFF4DEC7,-1.91304862,BF8B68BC,-1.08913374
3FACFFE0,1.35155869,3F6F0D79,0.933799326
BFACFFE0,-1.35155869,BF6F0D79,-0.933799326
401A2186,2.40829611,3F96AF6F,1.17722881
C01A2186,-2.40829611,BF96AF6F,-1.17722881
3FD93F06,1.69723582,3F84E902,1.03836083
BFD93F06,-1.69723582,BF84E902,-1.03836083
3FDEB7DA,1.7399857,3F864B59,1.04917443
BFDEB7DA,-1.7399857,BF864B59,-1.04917443
3FC07FDF,1.50390232,3F7BE6EB,0.983992279
BFC07FDF,-1.50390232,BF7BE6EB,-0.983992279
3FF448A1,1.90846646,3F8B4874,1.08814859
BFF448A1,-1.90846646,BF8B4874,-1.08814859
3FDDE656,1.73359179,3F86172F,1.04758251
BFDDE656,-1.73359179,BF86172F,-1.04758251
40156153,2.3340652,3F954014,1.16601801
C0156153,-2.3340652,BF954014,-1.16601801
3F9F875E,1.24631858,3F650590,0.894616127
BF9F875E,-1.24631858,BF650590,-0.894616127
3FA71DCF,1.30559719,3F6ACC09,0.917175829
BFA71DCF,-1.30559719,BF6ACC09,-0.917175829
401B58D9,2.42729783,3F970A64,1.1800046
C01B58D9,-2.42729783,BF970A64,-1.1800046
3FE55A55,1.79181921,3F87E7CE,1.06176162
BFE55A55,-1.79181921,BF87E7CE,-1.06176162
40067E44,2.10145664,3F9035F1,1.12664616
C0067E44,-2.10145664,BF9035F1,-1.12664616
3FC4B512,1.53677583,3F7E718B,0.993920028
BFC4B512,-1.53677583,BF7E718B,-0.993920028
3FDC9CB8,1.72353268,3F85C488,1.04506016
BFDC9CB8,-1.72353268,BF85C488,-1.04506016
400310AD,2.04789281,3F8EEB03,1.11654699
C00310AD,-2.04789281,BF8EEB03,-1.11654699
3FF9A1C8,1.95024967,3F8C6A66,1.09699702
BFF9A1C8,-1.95024967,BF8C6A66,-1.09699702
400DC77F,2.21530128,3F92C97D,1.14677393
C00DC77F,-2.21530128,BF92C97D,-1.14677393
3FDD8295,1.73054755,3F85FE3F,1.04682148
BFDD8295,-1.73054755,BF85FE3F,-1.04682148
3FD2ACAE,1.64589477,3F832D8D,1.0248276
BFD2ACAE,-1.64589477,BF832D8D,-1.0248276
3FC17660,1.51142502,3F7C7D8B,0.986290634
BFC17660,-1.51142502,BF7C7D8B,-0.986290634
3FBD2327,1.47763526,3F79D0B1,0.975840628
BFBD2327,-1.47763526,BF79D0B1,-0.975840628
3FF129FC,1.88409376,3F8A9AAC,1.08284521
BFF129FC,-1.88409376,BF8A9AAC,-1.08284521
3FC745DA,1.5568192,3F7FF4BD,0.99982816
BFC745DA,-1.5568192,BF7FF4BD,-0.99982816
3F980627,1.18768775,3F5EF8A2,0.870981336
BF980627,-1.18768775,BF5EF8A2,-0.870981336
400F265E,2.23671675,3F933F54,1.15037012
C00F265E,-2.23671675,BF933F54,-1.15037012
3F9E02FB,1.23446596,3F63D393,0.889947116
BF9E02FB,-1.23446596,BF63D393,-0.889947116
3FD9E185,1.70219481,3F8512CA,1.0396359
BFD9E185,-1.70219481,BF8512CA,-1.0396359
3FDCCC3A,1.7249825,3F85D07D,1.04542506
BFDCCC3A,-1.7249825,BF85D07D,-1.04542506
3FE48B46,1.78550029,3F87B680,1.06025696
BFE48B46,-1.78550029,BF87B680,-1.06025696
3FE77B6F,1.80845439,3F88685B,1.06568468
BFE77B6F,-1.80845439,BF88685B,-1.06568468
3FA3BAC6,1.27913737,3F68429A,0.907266259
BFA3BAC6,-1.27913737,BF68429A,-0.907266259
3FC3EB74,1.53062296,3F7DF941,0.992084563
BFC3EB74,-1.53062296,BF7DF941,-0.992084563
3FB83DEE,1.43938994,3F76AF27,0.963610113
BFB83DEE,-1.43938994,BF76AF27,-0.963610113
3FC8C2D5,1.5684458,3F806910,1.00320625
BFC8C2D5,-1.5684458,BF806910,-1.00320625
3FF52564,1.91520357,3F8B77E0,1.08959579
BFF52564,-1.91520357,BF8B77E0,-1.08959579
4000AEFE,2.01068068,3F8DFCC0,1.10927582
C000AEFE,-2.01068068,BF8DFCC0,-1.10927582
3FE19CF9,1.76260293,3F870194,1.05473566
BFE19CF9,-1.76260293,BF870194,-1.05473566
3FCFE18C,1.62407064,3F826ADB,1.01888597
BFCFE18C,-1.62407064,BF826ADB,-1.01888597
3F9B9FCC,1.21581411,3F61EACF,0.882489145
BF9B9FCC,-1.21581411,BF61EACF,-0.882489145
3FB44785,1.4084326,3F7410FF,0.95338434
BFB44785,-1.4084326,BF7410FF,-0.95338434
3FBC3314,1.47030878,3F793959,0.973531306
BFBC3314,-1.47030878,BF793959,-0.973531306
3FEDD310,1.85800362,3F89DCB9,1.07704842
BFEDD310,-1.85800362,BF89DCB9,-1.07704842
3FF298C6,1.89528728,3F8AEAEB,1.08529413
BFF298C6,-1.89528728,BF8AEAEB,-1.08529413
3FFD0B92,1.9769156,3F8D1E5B,1.10248888
BFFD0B92,-1.9769156,BF8D1E5B,-1.10248888
3FEBD9E6,1.84258723,3F896A86,1.07356334
BFEBD9E6,-1.84258723,BF896A86,-1.07356334
3FC7DA8B,1.5613569,3F8025B6,1.00115085
BFC7DA8B,-1.5613569,BF8025B6,-1.00115085
3FC2ECB1,1.52284825,3F7D604A,0.989750504
BFC2ECB1,-1.52284825,BF7D604A,-0.989750504
3FAE7A85,1.363114,3F7017E8,0.93786478
BFAE7A85,-1.363114,BF7017E8,-0.93786478
4004EAF1,2.07683969,3F8F9F93,1.12205732
C004EAF1,-2.07683969,BF8F9F93,-1.12205732
3FFA64C0,1.95619965,3F8C92E3,1.09823263
BFFA64C0,-1.95619965,BF8C92E3,-1.09823263
400ECD9E,2.23129988,3F9321B3,1.14946592
C00ECD9E,-2.23129988,BF9321B3,-1.14946592
3FC23F97,1.51756561,3F7CF7BA,0.988155007
BFC23F97,-1.51756561,BF7CF7BA,-0.988155007
3FB7D6C3,1.43624151,3F766BE2,0.962583661
BFB7D6C3,-1.43624151,BF766BE2,-0.962583661
3FEBA23F,1.84088886,3F895DDA,1.07317662
BFEBA23F,-1.84088886,BF895DDA,-1.07317662
3FBA2DC1,1.4545213,3F77EFB2,0.96850121
BFBA2DC1,-1.4545213,BF77EFB2,-0.96850121
3FCC8E98,1.59810162,3F817E2F,1.01166332
BFCC8E98,-1.59810162,BF817E2F,-1.01166332
3FBF1036,1.49268222,3F7B044F,0.980534494
BFBF1036,-1.49268222,BF7B044F,-0.980534494
400A0C03,2.15698314,3F917ECA,1.1366818
C00A0C03,-2.15698314,BF917ECA,-1.1366818
3FEE62BD,1.86238825,3F89FCEF,1.07803142
BFEE62BD,-1.86238825,BF89FCEF,-1.07803142
400AE29A,2.17008066,3F91CA56,1.1389873
C00AE29A,-2.17008066,BF91CA56,-1.1389873
3FAA63A8,1.33116627,3F6D300A,0.926514268
BFAA63A8,-1.33116627,BF6D300A,-0.926514268
3FBD9724,1.48117495,3F7A1971,0.976950705
BFBD9724,-1.48117495,BF7A1971,-0.976950705
3FCE3A01,1.61114514,3F81F5BF,1.01531208
BFCE3A01,-1.61114514,BF81F5BF,-1.01531208
401BD4BB,2.43485904,3F972E3F,1.18109882
C01BD4BB,-2.43485904,BF972E3F,-1.18109882
3FFD3587,1.97819602,3F8D26E6,1.10274959
BFFD3587,-1.97819602,BF8D26E6,-1.10274959
3FA26182,1.2686007,3F673B50,0.903248787
BFA26182,-1.2686007,BF673B50,-0.903248787
3FB00570,1.37516594,3F712AAD,0.942057431
BFB00570,-1.37516594,BF712AAD,-0.942057431
3FB17708,1.38644505,3F7228FD,0.945937932
BFB17708,-1.38644505,BF7228FD,-0.945937932
401B7856,2.42921972,3F971386,1.18028331
C01B7856,-2.42921972,BF971386,-1.18028331
3FFB290B,1.96219003,3F8CBB75,1.09947073
BFFB290B,-1.96219003,BF8CBB75,-1.09947073
40198F4E,2.39937162,3F96844B,1.17591226
C0198F4E,-2.39937162,BF96844B,-1.17591226
40129DAC,2.29087353,3F946119,1.15921319
C0129DAC,-2.29087353,BF946119,-1.15921319
3FA25884,1.26832628,3F67346C,0.903143644
BFA25884,-1.26832628,BF67346C,-0.903143644
3FF6C4CD,1.92788088,3F8BD068,1.09229755
BFF6C4CD,-1.92788088,BF8BD068,-1.09229755
401733E1,2.36254144,3F95CF52,1.17038941
C01733E1,-2.36254144,BF95CF52,-1.17038941
3FD0E3DE,1.63195395,3F82B19F,1.02104557
BFD0E3DE,-1.63195395,BF82B19F,-1.02104557
3FB4E024,1.41309023,3F747714,0.954941988
BFB4E024,-1.41309023,BF747714,-0.954941988
3FB45E9D,1.40913737,3F742079,0.953620493
BFB45E9D,-1.40913737,BF742079,-0.953620493
3FED059C,1.85173368,3F89AE74,1.07563639
BFED059C,-1.85173368,BF89AE74,-1.07563639
3FCD974B,1.60617959,3F81C865,1.01392806
BFCD974B,-1.60617959,BF81C865,-1.01392806
3FBADA3C,1.45978498,3F785E25,0.970186532
BFBADA3C,-1.45978498,BF785E25,-0.970186532
3FD3A491,1.65345967,3F837029,1.02686036
BFD3A491,-1.65345967,BF837029,-1.02686036
3FE310EF,1.77395427,3F875BB7,1.05748641
BFE310EF,-1.77395427,BF875BB7,-1.05748641
3FDDBBDA,1.73229527,3F860C92,1.04725862
BFDDBBDA,-1.73229527,BF860C92,-1.04725862
3FA64460,1.29896164,3F6A2ABB,0.914714515
BFA64460,-1.29896164,BF6A2ABB,-0.914714515
3FD98B4F,1.69956386,3F84FCA5,1.0389601
BFD98B4F,-1.69956386,BF84FCA5,-1.0389601
4017A283,2.36929393,3F95F0DB,1.17141283
C017A283,-2.36929393,BF95F0DB,-1.17141283
3FEF745D,1.87073863,3F8A39F4,1.07989359
BFEF745D,-1.87073863,BF8A39F4,-1.07989359
3FC896EC,1.56710577,3F805C5D,1.0028187
BFC896EC,-1.56710577,BF805C5D,-1.0028187
3F9AC820,1.20923233,3F613C30,0.879824638
BF9AC820,-1.20923233,BF613C30,-0.879824638
3FDBF434,1.71838999,3F8599FF,1.04376209
BFDBF434,-1.71838999,BF8599FF,-1.04376209
40170E78,2.3602581,3F95C3F1,1.17004216
C0170E78,-2.3602581,BF95C3F1,-1.17004216
4004DB19,2.07587266,3F8F999B,1.12187517
C004DB19,-2.07587266,BF8F999B,-1.12187517
3FED103D,1.85205805,3F89B0DA,1.07570958
BFED103D,-1.85205805,BF89B0DA,-1.07570958
3FAA1273,1.32868803,3F6CF561,0.925619185
BFAA1273,-1.32868803,BF6CF561,-0.925619185
3FE67678,1.80049038,3F882B0A,1.06381345
BFE67678,-1.80049038,BF882B0A,-1.06381345
3FFBA00A,1.9658215,3F8CD3F5,1.10021842
BFFBA00A,-1.9658215,BF8CD3F5,-1.10021842
3FBB208D,1.46193087,3F788B04,0.97087121
BFBB208D,-1.46193087,BF788B04,-0.97087121
3FDE9F36,1.73923373,3F86453B,1.04898775
BFDE9F36,-1.73923373,BF86453B,-1.04898775
3FBA4AC3,1.45540655,3F78024F,0.968785226
BFBA4AC3,-1.45540655,BF78024F,-0.968785226
3FD92B66,1.69663692,3F84E3F3,1.03820646
BFD92B66,-1.69663692,BF84E3F3,-1.03820646
400F76E9,2.2416327,3F935A1D,1.15118754
C00F76E9,-2.2416327,BF935A1D,-1.15118754
3FC62D0B,1.5482496,3F7F500F,0.997315347
BFC62D0B,-1.5482496,BF7F500F,-0.997315347
4019B73C,2.40180874,3F96901A,1.17627263
C019B73C,-2.40180874,BF96901A,-1.17627263
3FEDB8BA,1.85719991,3F89D6CE,1.07686782
BFEDB8BA,-1.85719991,BF89D6CE,-1.07686782
3F99261A,1.19647527,3F5FE681,0.87461096
BF99261A,-1.19647527,BF5FE681,-0.87461096
3FB5A2BC,1.41902876,3F74F895,0.956918061
BFB5A2BC,-1.41902876,BF74F895,-0.956918061
3FF91B6D,1.94614947,3F8C4E61,1.09614193
BFF91B6D,-1.94614947,BF8C4E61,-1.09614193
3FE5874B,1.79319131,3F87F27A,1.0620873
BFE5874B,-1.79319131,BF87F27A,-1.0620873
3FD55D63,1.66691244,3F83E585,1.03044188
BFD55D63,-1.66691244,BF83E585,-1.03044188
400A6E27,2.16297317,3F91A16F,1.13773906
C00A6E27,-2.16297317,BF91A16F,-1.13773906
3FDE27DD,1.73559153,3F862788,1.0480814
BFDE27DD,-1.73559153,BF862788,-1.0480814
400B95F4,2.18102741,3F9208E7,1.14089668
C00B95F4,-2.18102741,BF9208E7,-1.14089668
400F396A,2.23787928,3F9345AC,1.15056372
C00F396A,-2.23787928,BF9345AC,-1.15056372
3FE90576,1.82047915,3F88C427,1.06848609
BFE90576,-1.82047915,BF88C427,-1.06848609
4000978D,2.00924993,3F8DF372,1.10899186
C000978D,-2.00924993,BF8DF372,-1.10899186
3FF88EA4,1.94185305,3F8C30EC,1.09524298
BFF88EA4,-1.94185305,BF8C30EC,-1.09524298
3FC3083A,1.52368855,3F7D70E0,0.990003586
BFC3083A,-1.52368855,BF7D70E0,-0.990003586
3FB0F56A,1.38248944,3F71D01D,0.944581807
BFB0F56A,-1.38248944,BF71D01D,-0.944581807
3FFBAB68,1.9661684,3F8CD64B,1.1002897
BFFBAB68,-1.9661684,BF8CD64B,-1.1002897
3FC888B7,1.56667221,3F805840,1.00269318
BFC888B7,-1.56667221,BF805840,-1.00269318
400A6688,2.16250801,3F919EBF,1.13765705
C00A6688,-2.16250801,BF919EBF,-1.13765705
40022745,2.03364682,3F8E90A0,1.1137886
C0022745,-2.03364682,BF8E90A0,-1.1137886
3FB92AAE,1.44661498,3F7748C6,0.965954185
BFB92AAE,-1.44661498,BF7748C6,-0.965954185
4000C572,2.01205111,3F8E05A6,1.10954738
C000C572,-2.01205111,BF8E05A6,-1.10954738
3FD77EF1,1.68356144,3F8474D9,1.03481591
BFD77EF1,-1.68356144,BF8474D9,-1.03481591
3FADEA08,1.35870457,3F6FB296,0.936318755
BFADEA08,-1.35870457,BF6FB296,-0.936318755
3FE7F1F9,1.81207192,3F888412,1.06653047
BFE7F1F9,-1.81207192,BF888412,-1.06653047
3FCC21CA,1.59478116,3F815F86,1.01072764
BFCC21CA,-1.59478116,BF815F86,-1.01072764
3FF1C265,1.88874495,3F8ABC1C,1.08386564
BFF1C265,-1.88874495,BF8ABC1C,-1.08386564
3FEEAA81,1.86457837,3F8A0CFA,1.07852101
BFEEAA81,-1.86457837,BF8A0CFA,-1.07852101
3FFCB2CC,1.97420645,3F8D0C40,1.10193634
BFFCB2CC,-1.97420645,BF8D0C40,-1.10193634
4015832C,2.3361311,3F954A92,1.16633821
C015832C,-2.3361311,BF954A92,-1.16633821
3FAF5C8F,1.37001216,3F70B590,0.940270424
BFAF5C8F,-1.37001216,BF70B590,-0.940270424
3FD690E2,1.67629647,3F843690,1.03291512
BFD690E2,-1.67629647,BF843690,-1.03291512
401150A3,2.27054667,3F93F5B2,1.15593553
C01150A3,-2.27054667,BF93F5B2,-1.15593553
3FBA0BB4,1.45348215,3F77D9D4,0.968167543
BFBA0BB4,-1.45348215,BF77D9D4,-0.968167543
3FAFEA2B,1.37433374,3F7117CE,0.941769481
BFAFEA2B,-1.37433374,BF7117CE,-0.941769481
3FC15ED9,1.51070702,3F7C6F37,0.986072004
BFC15ED9,-1.51070702,BF7C6F37,-0.986072004
3FAB022F,1.33600414,3F6DA227,0.928255498
BFAB022F,-1.33600414,BF6DA227,-0.928255498
3F9ABFB8,1.20897579,3F61355C,0.879720449
BF9ABFB8,-1.20897579,BF61355C,-0.879720449
3FF8765A,1.9411118,3F8C2BD4,1.09508753
BFF8765A,-1.9411118,BF8C2BD4,-1.09508753
3FB176F8,1.38644314,3F7228F2,0.945937276
BFB176F8,-1.38644314,BF7228F2,-0.945937276
3FFA3B6C,1.95493841,3F8C8A52,1.0979712
BFFA3B6C,-1.95493841,BF8C8A52,-1.0979712
3FD7489F,1.68190372,3F8466AB,1.03438318
BFD7489F,-1.68190372,BF8466AB,-1.03438318
3FF16E3F,1.88617694,3F8AA9AA,1.08330274
BFF16E3F,-1.88617694,BF8AA9AA,-1.08330274
3F9C3F5C,1.22068357,3F626B46,0.884449363
BF9C3F5C,-1.22068357,BF626B46,-0.884449363
3FCEB6F7,1.61495864,3F821870,1.01637077
BFCEB6F7,-1.61495864,BF821870,-1.01637077
400105E5,2.01598477,3F8E1F24,1.11032534
C00105E5,-2.01598477,BF8E1F24,-1.11032534
3FB5A777,1.41917312,3F74FBB8,0.956965923
BFB5A777,-1.41917312,BF74FBB8,-0.956965923
400D4A78,2.20767021,3F929F0A,1.14547849
C00D4A78,-2.20767021,BF929F0A,-1.14547849
4018C463,2.38698649,3F9647F7,1.17407119
C018C463,-2.38698649,BF9647F7,-1.17407119
3FF5B711,1.91964924,3F8B9707,1.09054649
BFF5B711,-1.91964924,BF8B9707,-1.09054649
3FCEA990,1.61454964,3F8214B9,1.01625741
BFCEA990,-1.61454964,BF8214B9,-1.01625741
400B0F8A,2.17282343,3F91DA10,1.13946724
C00B0F8A,-2.17282343,BF91DA10,-1.13946724
3FBFB199,1.49760735,3F7B6812,0.982056737
BFBFB199,-1.49760735,BF7B6812,-0.982056737
3FAD9A51,1.35627186,3F6F7A80,0.935462952
BFAD9A51,-1.35627186,BF6F7A80,-0.935462952
4017F0DC,2.37407589,3F960882,1.17213464
C017F0DC,-2.37407589,BF960882,-1.17213464
401BD8B6,2.43510199,3F972F65,1.18113387
C01BD8B6,-2.43510199,BF972F65,-1.18113387
3FF71478,1.93031216,3F8BE148,1.09281254
BFF71478,-1.93031216,BF8BE148,-1.09281254
4007B97A,2.12069559,3F90A97A,1.13017201
C007B97A,-2.12069559,BF90A97A,-1.13017201
3FE2304D,1.76709902,3F872563,1.05582845
BFE2304D,-1.76709902,BF872563,-1.05582845
3FF78150,1.9336338,3F8BF847,1.09351432
BFF78150,-1.9336338,BF8BF847,-1.09351432
3FDBDF52,1.7177527,3F8594B6,1.0436008
